Sigla;Código;Município;Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (2000);Anos de estudo - média - pessoas 25 anos e mais (2000)
PE;2607901;Jaboatão dos Guararapes;2;;3.6;;5.4;5.444;;6.447
PE;2607950;Jaqueira;;;;;;1.534;;2.476
PE;2608008;Jataúba;0.4;;0.7;;1.4;1.449;;2.345
PE;2608057;Jatobá;;;;;;3.774;;4.4
PE;2608107;João Alfredo;0.6;;1.1;;1.6;1.59;;2.332
PE;2608206;Joaquim Nabuco;0.7;;1;;1.9;1.941;;2.975
PE;2608255;Jucati;;;;;;1.6;;2.376
PE;2608305;Jupi;0.5;;0.8;;1.7;1.745;;2.662
PE;2608404;Jurema;0.5;;0.7;;1.1;1.07;;1.848
PE;2608453;Lagoa do Carro;;;;;;2.141;;3.502
PE;2608503;Lagoa do Itaenga;0.6;;1.1;;2;1.969;;3.044
PE;2608602;Lagoa do Ouro;0.6;;0.8;;2.1;1.965;;2.518
PE;2608701;Lagoa dos Gatos;0.6;;0.9;;1.3;1.222;;2.172
PE;2608750;Lagoa Grande;;;;;;1.789;;3.027
PE;2608800;Lajedo;0.8;;1.1;;2.2;2.218;;3.255
PE;2608909;Limoeiro;1;;1.8;;3.3;3.322;;4.352
PE;2609006;Macaparana;0.8;;1.3;;2.1;2.137;;3.121
PE;2609105;Machados;0.4;;1;;1.8;1.821;;2.706
PE;2609154;Manari;;;;;;0.52;;1.296
PE;2609204;Maraial;0.5;;0.8;;1.5;1.579;;2.294
PE;2609303;Mirandiba;0.6;;1;;2.3;2.295;;3.365
PE;2609402;Moreno;1.3;;2.4;;3.8;3.752;;4.494
PE;2609501;Nazaré da Mata;1.4;;2;;3.7;3.73;;4.519
PE;2609600;Olinda;3.2;;5;;6.5;6.502;;7.259
PE;2609709;Orobó;0.7;;1;;1.8;1.759;;2.607
PE;2609808;Orocó;0.8;;1.1;;2;1.94;;3.317
PE;2609907;Ouricuri;0.3;;0.7;;1.5;1.876;;2.681
PE;2610004;Palmares;1.3;;2;;3.1;3.063;;4.526
PE;2610103;Palmeirina;0.5;;1;;1.8;1.803;;2.773
PE;2610202;Panelas;0.4;;0.5;;1.1;1.131;;1.996
PE;2610301;Paranatama;0.4;;0.8;;1.2;1.233;;2.101
PE;2610400;Parnamirim;0.7;;1.2;;2.2;2.182;;3.231
PE;2610509;Passira;0.5;;0.9;;1.5;1.464;;2.576
PE;2610608;Paudalho;0.9;;1.5;;2.7;2.722;;3.897
PE;2610707;Paulista;1.8;;4.2;;6.3;6.283;;7.245
PE;2610806;Pedra;0.8;;1;;2;1.993;;3.007
PE;2610905;Pesqueira;1;;1.7;;2.8;2.784;;3.914
PE;2611002;Petrolândia;1.4;;2.2;;3.4;3.233;;4.222
PE;2611101;Petrolina;1.5;;2.6;;4.1;4.403;;5.489
PE;2611200;Poção;0.6;;0.9;;1.7;1.771;;2.6
PE;2611309;Pombos;0.4;;1.1;;1.8;1.769;;2.704
PE;2611408;Primavera;0.9;;1.4;;2;1.982;;3.108
PE;2611507;Quipapá;0.5;;1;;1.6;1.619;;2.389
PE;2611533;Quixaba;;;;;;1.438;;2.601
PE;2611606;Recife;3.8;;5.4;;6.8;6.804;;7.641
PE;2611705;Riacho das Almas;0.5;;0.8;;1.6;1.592;;2.631
PE;2611804;Ribeirão;1.1;;1.7;;2.5;2.494;;3.664
PE;2611903;Rio Formoso;0.8;;1.3;;2.2;2.195;;3.383
PE;2612000;Sairé;0.6;;0.8;;1.6;1.627;;2.397
PE;2612109;Salgadinho;0.5;;0.8;;1.5;1.58;;2.488
PE;2612208;Salgueiro;1.2;;2.3;;3.6;3.565;;4.618
PE;2612307;Saloá;0.6;;0.7;;1.8;1.757;;2.7
PE;2612406;Sanharó;0.8;;1.3;;2.5;2.494;;3.425
PE;2612455;Santa Cruz;;;;;;0.842;;1.627
PE;2612471;Santa Cruz da Baixa Verde;;;;;;2.054;;3.241
PE;2612505;Santa Cruz do Capibaribe;1.2;;1.8;;2.8;2.825;;3.897
PE;2612554;Santa Filomena;;;;;;0.446;;1.461
PE;2612604;Santa Maria da Boa Vista;1;;1.2;;2.1;2.317;;3.434
PE;2612703;Santa Maria do Cambucá;0.4;;1;;1.4;1.473;;2.342
PE;2612802;Santa Terezinha;0.6;;0.8;;2.2;2.214;;3.246
PE;2612901;São Benedito do Sul;0.5;;0.7;;1;1.117;;2.021
PE;2613008;São Bento do Una;0.5;;1.2;;2;2.008;;3.015
PE;2613107;São Caitano;0.8;;1.1;;1.8;1.817;;2.869
PE;2613206;São João;0.4;;0.8;;1.5;1.514;;2.582
PE;2613305;São Joaquim do Monte;0.5;;0.9;;1.5;1.462;;2.268
PE;2613404;São José da Coroa Grande;0.8;;1.2;;2.4;2.422;;4.051
PE;2613503;São José do Belmonte;0.6;;1.1;;1.9;1.916;;3.073
PE;2613602;São José do Egito;0.8;;1.5;;3;2.99;;3.92
PE;2613701;São Lourenço da Mata;1.4;;2.6;;3.7;3.666;;4.776
PE;2613800;São Vicente Ferrer;0.7;;1.1;;2.1;2.048;;2.785
PE;2613909;Serra Talhada;1;;1.7;;3;3.029;;4.185
PE;2614006;Serrita;0.5;;0.8;;1.7;1.66;;2.767
PE;2614105;Sertânia;1;;1.6;;2.6;2.609;;3.686
PE;2614204;Sirinhaém;0.7;;1.1;;2;1.972;;3.179
PE;2614303;Moreilândia;0.5;;1.2;;1.8;1.809;;2.982
PE;2614402;Solidão;1;;1.1;;1.8;1.833;;2.72
PE;2614501;Surubim;0.8;;1.4;;2.3;2.72;;3.654
PE;2614600;Tabira;1.2;;1.7;;3;2.95;;3.894
PE;2614709;Tacaimbó;0.5;;0.7;;1.3;1.301;;2.436
PE;2614808;Tacaratu;1;;0.9;;2.6;2.553;;3.312
PE;2614857;Tamandaré;;;;;;2.171;;3.27
PE;2615003;Taquaritinga do Norte;0.9;;1.8;;2.7;2.686;;3.623
PE;2615102;Terezinha;0.6;;1;;1.4;1.313;;2.271
PE;2615201;Terra Nova;0.9;;1.3;;2.3;2.298;;3.692
PE;2615300;Timbaúba;1.1;;2;;3.2;3.202;;4.187
PE;2615409;Toritama;0.8;;1.2;;3;2.947;;3.409
PE;2615508;Tracunhaém;0.6;;0.8;;2;2.091;;2.975
PE;2615607;Trindade;0.7;;0.9;;2.3;2.282;;3.3
PE;2615706;Triunfo;0.9;;1.2;;2.7;3.225;;4.379
PE;2615805;Tupanatinga;0.4;;0.4;;0.9;0.94;;1.924
PE;2615904;Tuparetama;0.5;;1.5;;2.6;2.642;;3.826
PE;2616001;Venturosa;0.5;;1.4;;2.4;2.405;;3.258
PE;2616100;Verdejante;0.5;;1.1;;1.9;1.87;;3.224
PE;2616183;Vertente do Lério;;;;;;1.14;;1.9
PE;2616209;Vertentes;0.9;;1.2;;2.3;2.278;;3.249
PE;2616308;Vicência;0.7;;1.3;;2;2.04;;3.187
PE;2616407;Vitória de Santo Antão;1.2;;2.1;;3.4;3.39;;4.336
PE;2616506;Xexéu;;;;;;1.659;;2.425
PE;2699919;Muribeca;;;;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;;;;
PE;2699939;Cimbres;;;;;;;;
PI;2200053;Acauã;;;;;;0.551;;1.79
PI;2200103;Agricolândia;0.8;;1.1;;2.3;2.318;;3.506
PI;2200202;Água Branca;0.8;;1.3;;2.6;2.822;;3.883
PI;2200251;Alagoinha do Piauí;;;;;0.9;0.874;;1.925
PI;2200277;Alegrete do Piauí;;;;;;0.789;;2.196
PI;2200301;Alto Longá;0.3;;0.5;;1.4;1.498;;2.087
PI;2200400;Altos;0.6;;0.8;;2;2.042;;2.945
PI;2200459;Alvorada do Gurguéia;;;;;;1.876;;2.826
PI;2200509;Amarante;0.7;;1.8;;2.6;2.569;;3.594
PI;2200608;Angical do Piauí;1;;1.7;;3.1;2.993;;3.765
PI;2200707;Anísio de Abreu;0.3;;0.4;;1.5;1.674;;2.833
PI;2200806;Antônio Almeida;0.4;;0.7;;2;2.199;;3.559
PI;2200905;Aroazes;0.2;;0.6;;1.3;1.626;;2.641
PI;2200954;Aroeiras de Itaim;;;;;;;;
PI;2201002;Arraial;0.7;;1.2;;1.5;1.682;;2.63
PI;2201051;Assunção do Piauí;;;;;;0.941;;1.664
PI;2201101;Avelino Lopes;0.8;;1.3;;1.7;1.837;;2.762
PI;2201150;Baixa Grande do Ribeiro;;;;;;1.288;;2.241
PI;2201176;Barra D'Alcântara;;;;;;0.942;;1.849
PI;2201200;Barras;0.4;;0.8;;1.6;1.786;;2.945
PI;2201309;Barreiras do Piauí;1.1;;1.4;;2.5;2.496;;3.555
PI;2201408;Barro Duro;0.9;;0.9;;1.8;2.005;;3.442
PI;2201507;Batalha;0.5;;0.7;;1.5;1.602;;2.278
PI;2201556;Bela Vista do Piauí;;;;;;1.303;;2.362
PI;2201572;Belém do Piauí;;;;;;0.592;;1.714
PI;2201606;Beneditinos;0.3;;0.7;;1.3;1.396;;2.421
PI;2201705;Bertolínia;0.2;;1.4;;2.2;2.422;;3.157
PI;2201739;Betânia do Piauí;;;;;;0.35;;1.193
PI;2201770;Boa Hora;;;;;;0.674;;1.734
PI;2201804;Bocaina;0.1;;1;;2;1.835;;3.191
PI;2201903;Bom Jesus;0.8;;1.2;;2.1;2.442;;3.893
PI;2201919;Bom Princípio do Piauí;;;;;;1.192;;2.096
PI;2201929;Bonfim do Piauí;;;;;;1.285;;2.533
PI;2201945;Boqueirão do Piauí;;;;;;1.183;;1.994
PI;2201960;Brasileira;;;;;;1.151;;2.616
PI;2201988;Brejo do Piauí;;;;;;0.775;;1.606
PI;2202000;Buriti dos Lopes;0.6;;0.8;;1.3;1.575;;2.423
PI;2202026;Buriti dos Montes;;;;;;0.918;;1.863
PI;2202059;Cabeceiras do Piauí;;;;;;1;;2.286
PI;2202075;Cajazeiras do Piauí;;;;;;1.107;;2.042
PI;2202083;Cajueiro da Praia;;;;;;1.093;;2.408
PI;2202091;Caldeirão Grande do Piauí;;;;;;0.586;;1.618
PI;2202109;Campinas do Piauí;0.4;;0.6;;2.1;1.89;;2.529
PI;2202117;Campo Alegre do Fidalgo;;;;;;0.559;;1.28
PI;2202133;Campo Grande do Piauí;;;;;;0.676;;1.793
PI;2202174;Campo Largo do Piauí;;;;;;1.04;;2.049
PI;2202208;Campo Maior;0.9;;1.6;;2.6;3.386;;4.189
PI;2202251;Canavieira;;;;;;1.949;;3.119
PI;2202307;Canto do Buriti;0.2;;1;;1.6;2.041;;2.776
PI;2202406;Capitão de Campos;0.4;;1;;1.7;1.791;;2.785
PI;2202455;Capitão Gervásio Oliveira;;;;;;0.728;;1.487
PI;2202505;Caracol;0.5;;0.5;;1.2;1.686;;2.692
PI;2202539;Caraúbas do Piauí;;;;;;0.969;;1.407
PI;2202554;Caridade do Piauí;;;;;;0.443;;2.11
PI;2202604;Castelo do Piauí;0.3;;0.6;;1.5;1.749;;2.477
PI;2202653;Caxingó;;;;;;0.744;;1.389
PI;2202703;Cocal;0.5;;0.8;;1.1;1.263;;2.004
PI;2202711;Cocal de Telha;;;;;;1.221;;2.259
PI;2202729;Cocal dos Alves;;;;;;0.656;;1.427
PI;2202737;Coivaras;;;;;;1.148;;2.266
PI;2202752;Colônia do Gurguéia;;;;;;2.508;;3.473
PI;2202778;Colônia do Piauí;;;;;;1.349;;1.846
PI;2202802;Conceição do Canindé;0.2;;0.7;;1.1;1.508;;2.297
PI;2202851;Coronel José Dias;;;;;;1.253;;2.409
PI;2202901;Corrente;1.4;;1.9;;2.8;3.144;;4.266
PI;2203008;Cristalândia do Piauí;1;;1.2;;2.1;2.107;;2.749
PI;2203107;Cristino Castro;0.3;;1.1;;1.9;1.847;;3.29
PI;2203206;Curimatá;1;;1.6;;2.5;3.024;;3.783
PI;2203230;Currais;;;;;;0.885;;2.234
PI;2203255;Curralinhos;;;;;;1.29;;2.076
PI;2203271;Curral Novo do Piauí;;;;;;0.15;;1.875
PI;2203305;Demerval Lobão;0.9;;1;;1.8;1.924;;3.451
PI;2203354;Dirceu Arcoverde;;;;;1.7;1.832;;2.732
PI;2203404;Dom Expedito Lopes;0.3;;1.3;;2.1;2.227;;3.354
PI;2203420;Domingos Mourão;0.5;;0.7;;1.1;1.19;;2.056
PI;2203453;Dom Inocêncio;;;;;1.3;1.402;;1.993
PI;2203503;Elesbão Veloso;0.5;;1.1;;1.6;1.687;;2.554
PI;2203602;Eliseu Martins;0.7;;1.5;;2.5;2.389;;3.273
PI;2203701;Esperantina;0.8;;1.2;;2.2;2.315;;3.089
PI;2203750;Fartura do Piauí;;;;;;1.478;;2.341
PI;2203800;Flores do Piauí;0.3;;0.6;;1.6;1.676;;2.232
PI;2203859;Floresta do Piauí;;;;;;0.624;;1.274
PI;2203909;Floriano;1.7;;2.9;;4.4;4.413;;5.23
PI;2204006;Francinópolis;0.6;;0.9;;1.9;1.802;;2.489
PI;2204105;Francisco Ayres;0.4;;0.8;;1.8;1.789;;2.951
PI;2204154;Francisco Macedo;;;;;;0.848;;1.669
PI;2204204;Francisco Santos;0.7;;1.2;;1.8;1.802;;2.763
PI;2204303;Fronteiras;0.2;;0.7;;1.1;1.419;;2.965
PI;2204352;Geminiano;;;;;;1.076;;2.187
PI;2204402;Gilbués;0.8;;1.3;;2.5;2.616;;3.45
PI;2204501;Guadalupe;1.9;;2.6;;3.7;3.789;;4.103
PI;2204550;Guaribas;;;;;;0.391;;0.814
PI;2204600;Hugo Napoleão;0.1;;1.2;;2.3;2.191;;2.915
PI;2204659;Ilha Grande;;;;;;1.612;;2.797
PI;2204709;Inhuma;0.5;;0.9;;2.1;2.059;;3.021
PI;2204808;Ipiranga do Piauí;0.8;;1.1;;2.2;2.166;;3.339
PI;2204907;Isaías Coelho;0.6;;0.5;;1.2;1.102;;1.906
PI;2205003;Itainópolis;0.5;;0.4;;1;1.141;;2.167
PI;2205102;Itaueira;0.6;;0.7;;1.9;1.926;;3.02
PI;2205151;Jacobina do Piauí;;;;;;0.445;;1.471
PI;2205201;Jaicós;0.2;;0.5;;0.9;1.344;;2.202
PI;2205250;Jardim do Mulato;;;;;;1.349;;2.499
PI;2205276;Jatobá do Piauí;;;;;;1.334;;2.366
PI;2205300;Jerumenha;0.9;;1.6;;2.3;2.641;;3.504
PI;2205359;João Costa;;;;;;0.884;;2.101
PI;2205409;Joaquim Pires;0.4;;0.4;;1.2;1.309;;2.11
PI;2205458;Joca Marques;;;;;;0.718;;2.072
PI;2205508;José de Freitas;0.8;;1.2;;2.2;2.15;;3.27
PI;2205516;Juazeiro do Piauí;;;;;;0.983;;2.031
PI;2205524;Júlio Borges;;;;;;1.755;;2.967
PI;2205532;Jurema;;;;;;1.104;;2.094
PI;2205540;Lagoinha do Piauí;;;;;;1.981;;3.214
PI;2205557;Lagoa Alegre;;;;;;1.21;;2.316
PI;2205565;Lagoa do Barro do Piauí;;;;;;0.609;;1.618
PI;2205573;Lagoa de São Francisco;;;;;;1.025;;1.906
PI;2205581;Lagoa do Piauí;;;;;;1.351;;2.84
PI;2205599;Lagoa do Sítio;;;;;;1.348;;2.214
PI;2205607;Landri Sales;1.1;;1.7;;2.5;2.484;;3.385
PI;2205706;Luís Correia;0.6;;0.8;;1.5;1.648;;2.656
PI;2205805;Luzilândia;0.6;;0.7;;1.6;1.803;;2.838
PI;2205854;Madeiro;;;;;;1.103;;2.117
PI;2205904;Manoel Emídio;0.3;;1.3;;2.1;2.31;;3.304
PI;2205953;Marcolândia;;;;;;1.364;;2.426
PI;2206001;Marcos Parente;0.8;;1.1;;2.4;2.239;;3.116
PI;2206050;Massapê do Piauí;;;;;;0.226;;1.212
PI;2206100;Matias Olímpio;0.4;;0.8;;1.6;1.826;;2.58
PI;2206209;Miguel Alves;0.6;;0.6;;1.3;1.26;;1.852
PI;2206308;Miguel Leão;0.1;;0.3;;1.3;1.758;;2.624
PI;2206357;Milton Brandão;;;;;;0.683;;1.333
PI;2206407;Monsenhor Gil;0.6;;1;;1.8;1.887;;2.933
PI;2206506;Monsenhor Hipólito;0.5;;0.7;;1.8;1.598;;2.087
PI;2206605;Monte Alegre do Piauí;1;;1.2;;2;1.944;;2.87
PI;2206654;Morro Cabeça no Tempo;;;;;;1.637;;2.328
PI;2206670;Morro do Chapéu do Piauí;;;;;;0.96;;1.727
PI;2206696;Murici dos Portelas;;;;;;0.815;;1.475
PI;2206704;Nazaré do Piauí;0.4;;0.7;;1.4;1.503;;2.458
PI;2206720;Nazária;;;;;;;;
PI;2206753;Nossa Senhora de Nazaré;;;;;;1.727;;2.624
PI;2206803;Nossa Senhora dos Remédios;0.7;;0.5;;1.6;1.533;;2.363
PI;2206902;Novo Oriente do Piauí;0.4;;0.6;;1.4;1.498;;2.291
PI;2206951;Novo Santo Antônio;;;;;;0.914;;1.598
PI;2207009;Oeiras;0.6;;0.8;;1.8;2.221;;3.256
PI;2207108;Olho D'Água do Piauí;;;;;;1.334;;2.85
PI;2207207;Padre Marcos;0.1;;0.5;;1;1.331;;1.717
PI;2207306;Paes Landim;0.3;;0.9;;1.9;1.905;;2.953
PI;2207355;Pajeú do Piauí;;;;;;1.066;;2.285
PI;2207405;Palmeira do Piauí;0.2;;0.6;;1.9;1.667;;2.557
PI;2207504;Palmeirais;0.7;;1;;1.5;1.617;;2.532
PI;2207553;Paquetá;;;;;;0.864;;1.394
PI;2207603;Parnaguá;1;;1.3;;2.3;2.308;;2.746
PI;2207702;Parnaíba;1.9;;2.7;;3.8;3.987;;5.034
PI;2207751;Passagem Franca do Piauí;;;;;;1.171;;2.309
PI;2207777;Patos do Piauí;;;;;;0.556;;1.48
PI;2207793;Pau D'Arco do Piauí;;;;;;;;
PI;2207801;Paulistana;0.2;;0.5;;0.8;1.378;;2.365
PI;2207850;Pavussu;;;;;;1.126;;2.029
PI;2207900;Pedro II;0.6;;0.6;;1.7;1.902;;2.559
PI;2207934;Pedro Laurentino;;;;;;1.121;;2.543
PI;2207959;Nova Santa Rita;;;;;;1.011;;1.845
PI;2208007;Picos;0.9;;1.8;;3.2;3.798;;4.607
PI;2208106;Pimenteiras;0.4;;0.4;;1.4;1.408;;2.148
PI;2208205;Pio IX;0.3;;0.6;;1.5;1.526;;2.32
PI;2208304;Piracuruca;0.6;;0.9;;1.7;2.27;;3.031
PI;2208403;Piripiri;0.8;;1.3;;2.4;2.522;;3.52
PI;2208502;Porto;0.6;;0.8;;1.5;1.715;;2.499
PI;2208551;Porto Alegre do Piauí;;;;;;1.641;;2.698
PI;2208601;Prata do Piauí;0.7;;1.1;;1.5;1.704;;2.265
PI;2208650;Queimada Nova;;;;;;0.387;;1.33
PI;2208700;Redenção do Gurguéia;0.4;;1;;2;2.036;;3.262
PI;2208809;Regeneração;0.6;;1;;1.7;1.908;;2.963
PI;2208858;Riacho Frio;;;;;;1.956;;3.32
PI;2208874;Ribeira do Piauí;;;;;;0.781;;1.704
PI;2208908;Ribeiro Gonçalves;0.6;;1.2;;1.8;2.19;;3.224
PI;2209005;Rio Grande do Piauí;0.3;;0.4;;1.6;1.946;;2.769
PI;2209104;Santa Cruz do Piauí;0.8;;0.7;;1.5;1.938;;2.785
PI;2209153;Santa Cruz dos Milagres;;;;;;1.023;;2.383
PI;2209203;Santa Filomena;0.9;;1.1;;1.9;1.897;;2.737
PI;2209302;Santa Luz;0.5;;1.2;;1.7;1.678;;3.017
PI;2209351;Santana do Piauí;;;;;;1.135;;2.092
PI;2209377;Santa Rosa do Piauí;;;;;;1.005;;2.328
PI;2209401;Santo Antônio de Lisboa;0.9;;1.4;;2.2;2.15;;3.019
PI;2209450;Santo Antônio dos Milagres;;;;;;1.105;;3.306
PI;2209500;Santo Inácio do Piauí;0.4;;0.7;;1.3;1.613;;2.477
PI;2209559;São Braz do Piauí;;;;;;1.495;;2.319
PI;2209609;São Félix do Piauí;0.5;;0.8;;1.8;1.921;;2.999
PI;2209658;São Francisco de Assis do Piauí;;;;;;0.523;;1.311
PI;2209708;São Francisco do Piauí;0.6;;0.6;;1.3;1.303;;2.173
PI;2209757;São Gonçalo do Gurguéia;;;;;;1.686;;2.655
PI;2209807;São Gonçalo do Piauí;0.3;;1.2;;2.1;2.445;;4.095
PI;2209856;São João da Canabrava;;;;;1.1;1.217;;2.241
PI;2209872;São João da Fronteira;;;;;;0.693;;1.956
PI;2209906;São João da Serra;0.2;;0.5;;1;1.165;;2.006
PI;2209955;São João da Varjota;;;;;;0.892;;1.965
PI;2209971;São João do Arraial;;;;;;0.968;;2.219
PI;2210003;São João do Piauí;0.4;;0.9;;1.5;2.735;;3.389
PI;2210052;São José do Divino;;;;;;0.776;;2.034
PI;2210102;São José do Peixe;0.7;;0.6;;1.6;1.796;;2.891
PI;2210201;São José do Piauí;0.1;;0.7;;1.5;1.58;;2.164
PI;2210300;São Julião;0.2;;0.7;;1;1.282;;2.439
PI;2210359;São Lourenço do Piauí;;;;;;1.671;;2.772
PI;2210375;São Luis do Piauí;;;;;;1.095;;2.159
PI;2210383;São Miguel da Baixa Grande;;;;;;1.034;;1.985
PI;2210391;São Miguel do Fidalgo;;;;;;1.163;;2.211
PI;2210409;São Miguel do Tapuio;0.4;;0.5;;1.2;1.302;;1.862
PI;2210508;São Pedro do Piauí;0.8;;1.4;;2.3;2.26;;3.052
PI;2210607;São Raimundo Nonato;0.7;;1.3;;2.3;3.13;;4.374
PI;2210623;Sebastião Barros;;;;;;1.418;;2.255
PI;2210631;Sebastião Leal;;;;;;1.879;;2.465
PI;2210656;Sigefredo Pacheco;;;;;;1.322;;1.998
PI;2210706;Simões;0.2;;0.5;;0.9;1.34;;2.395
PI;2210805;Simplício Mendes;0.5;;1.3;;2;2.303;;3.303
PI;2210904;Socorro do Piauí;0.1;;0.7;;2.1;1.998;;2.356
PI;2210938;Sussuapara;;;;;;1.499;;2.697
PI;2210953;Tamboril do Piauí;;;;;;0.725;;1.506
PI;2210979;Tanque do Piauí;;;;;;1.194;;2.562
PI;2211001;Teresina;2.6;;4.2;;5.6;5.653;;6.604
PI;2211100;União;0.8;;1.1;;2;2.074;;2.806
PI;2211209;Uruçuí;0.8;;1.2;;2.1;2.132;;3.141
PI;2211308;Valença do Piauí;0.8;;1.5;;2.7;2.877;;3.64
PI;2211357;Várzea Branca;;;;;;1.258;;2.173
PI;2211407;Várzea Grande;0.5;;0.5;;1.4;1.817;;2.439
PI;2211506;Vera Mendes;;;;;;0.534;;1.481
PI;2211605;Vila Nova do Piauí;;;;;;0.982;;1.872
PI;2211704;Wall Ferraz;;;;;;1.051;;1.678
PR;4100103;Abatiá;0.8;;1.7;;3.1;3.127;;3.925
PR;4100202;Adrianópolis;0.9;;1.5;;2.5;2.492;;3.665
PR;4100301;Agudos do Sul;1.5;;2.2;;3;3.055;;4.13
PR;4100400;Almirante Tamandaré;1.7;;2.3;;3.9;3.835;;5.013
PR;4100459;Altamira do Paraná;;;;;2.4;2.42;;3.183
PR;4100509;Altônia;0.8;;1.8;;3.2;3.213;;4.295
PR;4100608;Alto Paraná;1.4;;2.5;;3.4;3.461;;4.793
PR;4100707;Alto Piquiri;0.6;;1.8;;2.9;2.998;;4.156
PR;4100806;Alvorada do Sul;1;;1.9;;3.7;3.7;;4.965
PR;4100905;Amaporã;0.9;;2.3;;3.3;3.247;;4.649
PR;4101002;Ampére;1.5;;2.6;;3.8;3.794;;4.666
PR;4101051;Anahy;;;;;;2.687;;4.377
PR;4101101;Andirá;1.7;;2.7;;4.2;4.178;;5.024
PR;4101150;Ângulo;;;;;;3.016;;4.517
PR;4101200;Antonina;2.4;;3.1;;4;4.032;;5.046
PR;4101309;Antônio Olinto;1.3;;2;;2.8;2.771;;3.57
PR;4101408;Apucarana;2.4;;3.5;;4.9;4.873;;5.969
PR;4101507;Arapongas;2.5;;3.4;;4.8;4.819;;5.939
PR;4101606;Arapoti;1.3;;2;;3.8;3.787;;5.021
PR;4101655;Arapuã;;;;;;2.259;;3.472
PR;4101705;Araruna;1;;1.9;;3.5;3.449;;4.535
PR;4101804;Araucária;2.6;;3.1;;4.3;4.285;;5.593
PR;4101853;Ariranha do Ivaí;;;;;;2.035;;3.179
PR;4101903;Assaí;1.8;;2.8;;4.3;4.298;;5.221
PR;4102000;Assis Chateaubriand;1.1;;2.3;;3.7;3.7;;5.113
PR;4102109;Astorga;1.7;;3;;4.3;4.295;;5.382
PR;4102208;Atalaia;1.2;;2.3;;3.8;3.838;;5.081
PR;4102307;Balsa Nova;2.3;;2.8;;3.7;3.701;;4.907
PR;4102406;Bandeirantes;1.7;;2.8;;4.3;4.323;;5.433
PR;4102505;Barbosa Ferraz;1;;1.4;;2.7;2.742;;4.044
PR;4102604;Barracão;1.5;;2.4;;3.6;4.069;;5.203
PR;4102703;Barra do Jacaré;0.9;;1.8;;4.1;3.884;;5.167
PR;4102752;Bela Vista da Caroba;;;;;;2.996;;3.738
PR;4102802;Bela Vista do Paraíso;1.8;;2.7;;3.7;3.739;;4.807
PR;4102901;Bituruna;2;;2.5;;3.5;3.461;;4.529
PR;4103008;Boa Esperança;0.8;;1.9;;3.2;3.207;;4.798
PR;4103024;Boa Esperança do Iguaçu;;;;;;2.87;;4.03
PR;4103040;Boa Ventura de São Roque;;;;;;2.433;;3.684
PR;4103057;Boa Vista da Aparecida;;;;;2.6;2.681;;3.826
PR;4103107;Bocaiúva do Sul;1.1;;1.9;;2.7;2.972;;4.287
PR;4103156;Bom Jesus do Sul;;;;;;2.667;;3.765
PR;4103206;Bom Sucesso;0.8;;1.8;;2.9;3.011;;4.269
PR;4103222;Bom Sucesso do Sul;;;;;;3.712;;4.584
PR;4103305;Borrazópolis;1;;1.7;;3.3;3.273;;4.469
PR;4103354;Braganey;;;;;2.8;2.802;;4.073
PR;4103370;Brasilândia do Sul;;;;;;2.564;;3.846
PR;4103404;Cafeara;1;;1.4;;3;3.158;;3.897
PR;4103453;Cafelândia;;;;;4.3;4.318;;5.976
PR;4103479;Cafezal do Sul;;;;;;2.49;;3.589
PR;4103503;Califórnia;0.9;;2.1;;3.5;3.501;;4.636
PR;4103602;Cambará;2.1;;3.1;;4.5;4.465;;5.509
PR;4103701;Cambé;1.9;;3.1;;4.3;4.301;;5.629
PR;4103800;Cambira;1;;1.9;;3.3;3.669;;4.761
PR;4103909;Campina da Lagoa;0.8;;1.6;;3;2.987;;4.356
PR;4103958;Campina do Simão;;;;;;2.67;;3.695
PR;4104006;Campina Grande do Sul;2;;2.1;;3.7;3.695;;5.293
PR;4104055;Campo Bonito;;;;;2.8;2.737;;3.677
PR;4104105;Campo do Tenente;1.9;;2.5;;3.1;3.104;;4.335
PR;4104204;Campo Largo;2.3;;3.1;;4.2;4.184;;5.508
PR;4104253;Campo Magro;;;;;;3.738;;4.885
PR;4104303;Campo Mourão;1.6;;3.1;;4.8;4.879;;6.146
PR;4104402;Cândido de Abreu;1.2;;1.8;;2.3;2.262;;3.102
PR;4104428;Candói;;;;;;2.631;;3.789
PR;4104451;Cantagalo;;;;;2.8;3.185;;3.846
PR;4104501;Capanema;2;;3.3;;3.9;3.889;;4.943
PR;4104600;Capitão Leônidas Marques;1.6;;2.3;;3.1;3.236;;4.853
PR;4104659;Carambeí;;;;;;3.923;;5.333
PR;4104709;Carlópolis;1.3;;2.1;;3.9;3.867;;4.727
PR;4104808;Cascavel;2.2;;3.5;;5.3;5.328;;6.479
PR;4104907;Castro;2.1;;2.8;;3.7;3.684;;5.035
PR;4105003;Catanduvas;1.4;;2;;3;3.032;;4.088
